Protein ID,Accession,Avg. Mass,Description,0 hr Protein Abundance,0.5 hr Protein Abundance,1 hr Protein Abundance,2 hr Protein Abundance,3 hr Protein Abundance,4 hr Protein Abundance,5 hr Protein Abundance,6 hr Protein Abundance,9 hr Protein Abundance,12 hr Protein Abundance,24 hr Protein Abundance,Cellular processes,Protein functions,Reactome pathways
85,Q01853|TERA_MOUSE,89322,Transitional endoplasmic reticulum ATPase OS=Mus musculus GN=Vcp PE=1 SV=4,3074700000,3878300000,3643800000,3132400000,3619300000,3598900000,3909900000,36394000000,3937400000,4096100000,3377700000,"['activation of cysteine-type endopeptidase activity involved in apoptotic process', 'aggresome assembly', 'ATP metabolic process', 'autophagosome maturation', 'autophagy', 'cellular response to arsenite ion', 'cellular response to DNA damage stimulus', 'cellular response to heat', 'double-strand break repair', 'endoplasmic reticulum stress-induced pre-emptive quality control', 'endoplasmic reticulum to Golgi vesicle-mediated transport', 'endosome to lysosome transport via multivesicular body sorting pathway', 'ER-associated misfolded protein catabolic process', 'ERAD pathway', 'flavin adenine dinucleotide catabolic process', 'macroautophagy', 'mitotic spindle disassembly', 'NADH metabolic process', 'positive regulation of ATP biosynthetic process', 'positive regulation of canonical Wnt signaling pathway', 'positive regulation of Lys63-specific deubiquitinase activity', 'positive regulation of mitochondrial membrane potential', 'positive regulation of oxidative phosphorylation', 'positive regulation of proteasomal ubiquitin-dependent protein catabolic process', 'positive regulation of protein catabolic process', 'positive regulation of protein complex assembly', 'positive regulation of protein K63-linked deubiquitination', 'proteasomal protein catabolic process', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'protein hexamerization', 'protein homooligomerization', 'protein N-linked glycosylation via asparagine', 'protein ubiquitination', 'regulation of aerobic respiration', 'regulation of synapse organization', 'retrograde protein transport, ER to cytosol', 'stress granule disassembly', 'translesion synthesis', 'ubiquitin-dependent ERAD pathway', 'ubiquitin-dependent protein catabolic process', 'viral genome replication']","['ADP binding', 'ATP binding', 'ATPase activity', 'BAT3 complex binding', 'deubiquitinase activator activity', 'identical protein binding', 'K48-linked polyubiquitin modification-dependent protein binding', 'lipid binding', 'MHC class I protein binding', 'polyubiquitin modification-dependent protein binding', 'protein domain specific binding', 'protein phosphatase binding', 'protein-containing complex binding', 'signaling receptor binding', 'ubiquitin protein ligase binding', 'ubiquitin-like protein ligase binding', 'ubiquitin-specific protease binding']","['Translesion Synthesis by POLH', 'HSF1 activation', 'ABC-family proteins mediated transport', 'N-glycan trimming in the ER and Calnexin/Calreticulin cycle', 'Hedgehog ligand biogenesis', 'Josephin domain DUBs', 'Ovarian tumor domain proteases', 'Neutrophil degranulation', 'Protein methylation']"
21,P10126|EF1A1_MOUSE,50114,Elongation factor 1-alpha 1 OS=Mus musculus GN=Eef1a1 PE=1 SV=3,1199000000,2816839000,2180592000,1602140000,1466673000,1418860000,1104385000,14645960000,1293527000,768815000,520400000,"['cellular response to epidermal growth factor stimulus', 'negative regulation of reactive oxygen species biosynthetic process', 'positive regulation of cell death', 'positive regulation of neuron projection development', 'protein homooligomerization', 'translation', 'translational elongation']","['calmodulin binding', 'drug binding', 'GTP binding', 'GTPase activity', 'mRNA binding', 'protein kinase binding', 'translation elongation factor activity', 'tRNA binding']",[]
144,P18242|CATD_MOUSE,44954,Cathepsin D OS=Mus musculus GN=Ctsd PE=1 SV=1,18348000000,20178000000,21534000000,19932000000,20003000000,21229000000,19680000000,2.35E+11,21298000000,23858000000,18668000000,"['autophagosome assembly', 'protein catabolic process', 'proteolysis']","['aspartic-type endopeptidase activity', 'endopeptidase activity', 'hydrolase activity', 'peptidase activity', 'peptide binding']","['Collagen degradation', 'Metabolism of Angiotensinogen to Angiotensins', 'MHC class II antigen presentation', 'Neutrophil degranulation']"
142,O88342|WDR1_MOUSE,66407,WD repeat-containing protein 1 OS=Mus musculus GN=Wdr1 PE=1 SV=3,5220400000,5475000000,5828000000,5516000000,5704400000,6385100000,6210000000,61690000000,6725000000,7199000000,5683800000,"['actin cytoskeleton organization', 'actin filament depolymerization', 'actin filament fragmentation', 'apical junction assembly', 'cortical cytoskeleton organization', 'establishment of planar polarity of follicular epithelium', 'locomotion', 'maintenance of epithelial cell apical/basal polarity', 'neutrophil mediated immunity', 'neutrophil migration', 'platelet formation', 'positive regulation of actin filament depolymerization', 'regulation of actin filament depolymerization', 'regulation of cell shape', 'regulation of oligodendrocyte differentiation', 'regulation of ventricular cardiac muscle cell membrane repolarization', 'sarcomere organization', 'sensory perception of sound']","['actin binding', 'actin filament binding']",['Platelet degranulation']
1475,P35700|PRDX1_MOUSE,22176,Peroxiredoxin-1 OS=Mus musculus GN=Prdx1 PE=1 SV=1,20574000000,22336000000,24313000000,23310000000,24900000000,25891000000,26619000000,2.72E+11,28042000000,30307000000,23761000000,"['cell population proliferation', 'cell redox homeostasis', 'erythrocyte homeostasis', 'hydrogen peroxide catabolic process', 'leukocyte activation', 'natural killer cell activation', 'natural killer cell mediated cytotoxicity', 'regulation of NIK/NF-kappaB signaling', 'regulation of stress-activated MAPK cascade', 'removal of superoxide radicals', 'response to oxidative stress', 'response to reactive oxygen species']","['heme binding', 'identical protein binding', 'peroxidase activity', 'peroxiredoxin activity', 'protein homodimerization activity', 'thioredoxin peroxidase activity']","['Detoxification of Reactive Oxygen Species', 'TP53 Regulates Metabolic Genes']"
69,Q61598|GDIB_MOUSE,50537,Rab GDP dissociation inhibitor beta OS=Mus musculus GN=Gdi2 PE=1 SV=1,1311178000,1502416000,1497800000,1359900000,1301467300,1183060000,1156300000,16002380000,1428446500,1605820000,1191090000,"['protein transport', 'small GTPase mediated signal transduction', 'vesicle-mediated transport']","['GTPase activator activity', 'Rab GDP-dissociation inhibitor activity', 'small GTPase binding']","['Rho GTPase cycle', 'Neutrophil degranulation', 'RAB GEFs exchange GTP for GDP on RABs']"
1272,P10605|CATB_MOUSE,37280,Cathepsin B OS=Mus musculus GN=Ctsb PE=1 SV=2,8244000000,9436000000,9896000000,8785000000,9193000000,9362000000,11716000000,1.15E+11,12242000000,11635000000,9029000000,"['cellular response to thyroid hormone stimulus', 'collagen catabolic process', 'decidualization', 'epithelial cell differentiation', 'negative regulation of cell death', 'proteolysis', 'proteolysis involved in cellular protein catabolic process', 'regulation of catalytic activity', 'viral entry into host cell']","['collagen binding', 'cysteine-type endopeptidase activity', 'cysteine-type peptidase activity', 'endopeptidase activity', 'kininogen binding', 'peptidase activity', 'peptide binding', 'protein self-association', 'protein-containing complex binding', 'proteoglycan binding']","['Collagen degradation', 'Trafficking and processing of endosomal TLR', 'Assembly of collagen fibrils and other multimeric structures', 'MHC class II antigen presentation', 'Neutrophil degranulation']"
99,P99024|TBB5_MOUSE,49671,Tubulin beta-5 chain OS=Mus musculus GN=Tubb5 PE=1 SV=1,2273710000,3159680000,3208760000,2585260000,2775800000,3212620000,3570460000,26483100000,3450500000,3761800000,3047600000,"['cellular process', 'microtubule cytoskeleton organization', 'microtubule-based process', 'mitotic cell cycle', 'regulation of synapse organization', 'spindle assembly']","['GTP binding', 'GTPase activating protein binding', 'GTPase activity', 'MHC class I protein binding', 'protein domain specific binding', 'protein-containing complex binding', 'structural constituent of cytoskeleton', 'ubiquitin protein ligase binding']","['Regulation of PLK1 Activity at G2/M Transition', 'Loss of Nlp from mitotic centrosomes', 'Recruitment of mitotic centrosome proteins and complexes', 'Loss of proteins required for interphase microtubule organization from the centrosome', 'Recruitment of NuMA to mitotic centrosomes', 'Anchoring of the basal body to the plasma membrane', 'Neutrophil degranulation', 'AURKA Activation by TPX2']"
194,P19096|FAS_MOUSE,272426,Fatty acid synthase OS=Mus musculus GN=Fasn PE=1 SV=2,797300000,919600000,910400000,863830000,1043010000,1022300000,1065270000,10446000000,1187500000,1236200000,952000000,"['acetyl-CoA metabolic process', 'cell development', 'cellular response to interleukin-4', 'establishment of endothelial intestinal barrier', 'ether lipid biosynthetic process', 'fatty acid biosynthetic process', 'macromolecule metabolic process', 'mammary gland development', 'monocyte differentiation', 'neutrophil differentiation', 'tissue development']","['(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity', '3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity', '3-oxo-glutaryl-[acp] methyl ester reductase activity', '3-oxo-pimeloyl-[acp] methyl ester reductase activity', '3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity', '3-oxoacyl-[acyl-carrier-protein] synthase activity', '[acyl-carrier-protein] S-acetyltransferase activity', '[acyl-carrier-protein] S-malonyltransferase activity', 'drug binding', 'enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity', 'fatty acid synthase activity', 'identical protein binding', 'myristoyl-[acyl-carrier-protein] hydrolase activity', 'NADPH binding', 'oleoyl-[acyl-carrier-protein] hydrolase activity', 'palmitoyl-[acyl-carrier-protein] hydrolase activity', 'phosphopantetheine binding', 'protein homodimerization activity']","['ChREBP activates metabolic gene expression', 'Vitamin B5 (pantothenate) metabolism', 'Fatty acyl-CoA biosynthesis']"
12,P62814|VATB2_MOUSE,56551,V-type proton ATPase subunit B  brain isoform OS=Mus musculus GN=Atp6v1b2 PE=1 SV=1,3409800000,3906000000,4683000000,3679200000,4144300000,4400000000,4175000000,46160000000,4426000000,5577000000,4148700000,"['ATP hydrolysis coupled proton transport', 'ATP metabolic process']","['ATP binding', 'hydrolase activity']","['ROS, RNS production in phagocytes', 'Insulin receptor recycling', 'Transferrin endocytosis and recycling', 'Ion channel transport']"
117,Q9D1A2|CNDP2_MOUSE,52767,Cytosolic non-specific dipeptidase OS=Mus musculus GN=Cndp2 PE=1 SV=1,3736800000,5039800000,5299300000,4201300000,4613700000,4821000000,4625600000,45870000000,4874000000,5302000000,4280400000,['proteolysis'],"['alanylglutamate dipeptidase activity', 'carboxypeptidase activity', 'cytosolic dipeptidase activity', 'dipeptidase activity', 'metal ion binding', 'metallopeptidase activity', 'peptidase activity']",['Glutathione synthesis and recycling']
215,P07356|ANXA2_MOUSE,38676,Annexin A2 OS=Mus musculus GN=Anxa2 PE=1 SV=2,2535700000,3245900000,3424500000,3106200000,3317400000,3542000000,3496400000,28983000000,3629000000,3620700000,3259900000,"['angiogenesis', 'biomineral tissue development', 'body fluid secretion', 'catabolism by host of symbiont protein', 'collagen fibril organization', 'endocardial cell differentiation', 'fibrinolysis', 'growth plate cartilage development', 'membrane raft assembly', 'negative regulation by host of symbiont molecular function', 'negative regulation of development of symbiont involved in interaction with host', 'negative regulation of low-density lipoprotein particle receptor catabolic process', 'osteoclast development', 'positive regulation by host of viral process', 'positive regulation of binding', 'positive regulation of calcium ion transport', 'positive regulation of chondrocyte differentiation', 'positive regulation of fibroblast proliferation', 'positive regulation of low-density lipoprotein particle clearance', 'positive regulation of low-density lipoprotein particle receptor binding', 'positive regulation of low-density lipoprotein receptor activity', 'positive regulation of protein phosphorylation', 'positive regulation of receptor recycling', 'positive regulation of receptor-mediated endocytosis involved in cholesterol transport', 'positive regulation of vacuole organization', 'positive regulation of vesicle fusion', 'positive regulation of viral life cycle', 'protein heterotetramerization', 'protein localization to plasma membrane', 'regulation of plasminogen activation', 'response to thyroid hormone', 'vesicle budding from membrane']","['bone sialoprotein binding', 'calcium channel activity', 'calcium ion binding', 'calcium-dependent phospholipid binding', 'calcium-dependent protein binding', 'cytoskeletal protein binding', 'identical protein binding', 'molecular function regulator', 'phosphatidylinositol-4,5-bisphosphate binding', 'phosphatidylserine binding', 'phospholipase A2 inhibitor activity', 'protease binding', 'Rab GTPase binding', 'S100 protein binding', 'virion binding', 'voltage-gated calcium channel activity involved in regulation of cytosolic calcium levels']","['Neutrophil degranulation', 'Dissolution of Fibrin Clot']"
